id_code,experiment,plate,well,sirna
HUVEC-01_1_B03,HUVEC-01,1,B03,sirna_403
RPE-01_2_B15,RPE-01,2,B15,sirna_320
RPE-01_4_B09,RPE-01,4,B09,sirna_568
HEPG2-05_4_F14,HEPG2-05,4,F14,sirna_705
HUVEC-10_1_I15,HUVEC-10,1,I15,sirna_306
RPE-05_4_G05,RPE-05,4,G05,sirna_283
RPE-07_3_J08,RPE-07,3,J08,sirna_1055
RPE-07_2_J21,RPE-07,2,J21,sirna_429
HUVEC-11_2_E19,HUVEC-11,2,E19,sirna_1099
HEPG2-04_1_H23,HEPG2-04,1,H23,sirna_631
HEPG2-01_2_F09,HEPG2-01,2,F09,sirna_619
HUVEC-03_4_O13,HUVEC-03,4,O13,sirna_956
HUVEC-07_3_K19,HUVEC-07,3,K19,sirna_664
HUVEC-16_1_B09,HUVEC-16,1,B09,sirna_854
U2OS-03_2_C05,U2OS-03,2,C05,sirna_381
HUVEC-03_3_N02,HUVEC-03,3,N02,sirna_656
HUVEC-06_1_D13,HUVEC-06,1,D13,sirna_60
HUVEC-02_3_M16,HUVEC-02,3,M16,sirna_616
HEPG2-03_1_G17,HEPG2-03,1,G17,sirna_870
HUVEC-04_1_F18,HUVEC-04,1,F18,sirna_1092
RPE-04_4_J05,RPE-04,4,J05,sirna_940
RPE-04_4_J04,RPE-04,4,J04,sirna_127
HEPG2-03_4_O16,HEPG2-03,4,O16,sirna_1001
HUVEC-14_3_B21,HUVEC-14,3,B21,sirna_250
HUVEC-13_3_M20,HUVEC-13,3,M20,sirna_478
HUVEC-12_3_E09,HUVEC-12,3,E09,sirna_268
HUVEC-13_4_E21,HUVEC-13,4,E21,sirna_578
HEPG2-07_2_O09,HEPG2-07,2,O09,sirna_605
HUVEC-15_2_E06,HUVEC-15,2,E06,sirna_331
HUVEC-13_3_H16,HUVEC-13,3,H16,sirna_1025
HUVEC-12_1_K06,HUVEC-12,1,K06,sirna_990
HUVEC-02_4_H02,HUVEC-02,4,H02,sirna_591
HUVEC-09_2_D16,HUVEC-09,2,D16,sirna_383
RPE-03_2_G12,RPE-03,2,G12,sirna_24
HUVEC-08_3_G07,HUVEC-08,3,G07,sirna_689
U2OS-03_4_L05,U2OS-03,4,L05,sirna_271
RPE-05_2_N04,RPE-05,2,N04,sirna_1065
HEPG2-01_1_C04,HEPG2-01,1,C04,sirna_625
RPE-02_1_B05,RPE-02,1,B05,sirna_95
HEPG2-01_2_M04,HEPG2-01,2,M04,sirna_937
HEPG2-04_1_F18,HEPG2-04,1,F18,sirna_688
HUVEC-10_2_G16,HUVEC-10,2,G16,sirna_724
HUVEC-04_2_M13,HUVEC-04,2,M13,sirna_41
HUVEC-12_4_G23,HUVEC-12,4,G23,sirna_590
HEPG2-04_3_G11,HEPG2-04,3,G11,sirna_736
HUVEC-02_3_H18,HUVEC-02,3,H18,sirna_280
RPE-07_3_G16,RPE-07,3,G16,sirna_16
HUVEC-03_3_N23,HUVEC-03,3,N23,sirna_616
HUVEC-10_3_O19,HUVEC-10,3,O19,sirna_975
HUVEC-14_1_H20,HUVEC-14,1,H20,sirna_958
HUVEC-11_2_K03,HUVEC-11,2,K03,sirna_368
HUVEC-07_2_M08,HUVEC-07,2,M08,sirna_879
RPE-02_2_H14,RPE-02,2,H14,sirna_1126
HUVEC-09_1_M02,HUVEC-09,1,M02,sirna_966
HEPG2-05_4_D16,HEPG2-05,4,D16,sirna_469
HUVEC-09_4_E03,HUVEC-09,4,E03,sirna_254
HUVEC-07_1_G22,HUVEC-07,1,G22,sirna_461
RPE-05_2_N23,RPE-05,2,N23,sirna_1073
RPE-03_1_I09,RPE-03,1,I09,sirna_937
RPE-05_1_I03,RPE-05,1,I03,sirna_241
HEPG2-03_4_I19,HEPG2-03,4,I19,sirna_926
RPE-06_3_K13,RPE-06,3,K13,sirna_39
HUVEC-01_2_F12,HUVEC-01,2,F12,sirna_491
U2OS-02_3_G22,U2OS-02,3,G22,sirna_322
U2OS-03_2_D10,U2OS-03,2,D10,sirna_25
HUVEC-16_2_B21,HUVEC-16,2,B21,sirna_71
RPE-06_4_C08,RPE-06,4,C08,sirna_519
HUVEC-16_3_N03,HUVEC-16,3,N03,sirna_314
HEPG2-04_4_M04,HEPG2-04,4,M04,sirna_956
HEPG2-07_3_D16,HEPG2-07,3,D16,sirna_1106
HUVEC-04_1_I06,HUVEC-04,1,I06,sirna_1004
HUVEC-05_4_K05,HUVEC-05,4,K05,sirna_221
U2OS-02_1_E14,U2OS-02,1,E14,sirna_839
HUVEC-12_3_H17,HUVEC-12,3,H17,sirna_223
HUVEC-14_2_F20,HUVEC-14,2,F20,sirna_965
RPE-01_4_F13,RPE-01,4,F13,sirna_591
HEPG2-05_4_F20,HEPG2-05,4,F20,sirna_669
HUVEC-05_2_F09,HUVEC-05,2,F09,sirna_705
U2OS-03_4_H02,U2OS-03,4,H02,sirna_258
U2OS-03_4_B06,U2OS-03,4,B06,sirna_775
RPE-01_2_L20,RPE-01,2,L20,sirna_894
HUVEC-07_1_L07,HUVEC-07,1,L07,sirna_1
HEPG2-01_3_N10,HEPG2-01,3,N10,sirna_110
HUVEC-04_4_C17,HUVEC-04,4,C17,sirna_220
HUVEC-13_1_K03,HUVEC-13,1,K03,sirna_1010
RPE-03_1_L22,RPE-03,1,L22,sirna_92
RPE-02_3_D09,RPE-02,3,D09,sirna_2
HUVEC-15_3_G15,HUVEC-15,3,G15,sirna_869
HUVEC-03_2_B13,HUVEC-03,2,B13,sirna_1125
HEPG2-07_1_B20,HEPG2-07,1,B20,sirna_321
HUVEC-09_1_E23,HUVEC-09,1,E23,sirna_578
RPE-01_1_O23,RPE-01,1,O23,sirna_843
RPE-03_2_N18,RPE-03,2,N18,sirna_382
RPE-04_3_C16,RPE-04,3,C16,sirna_545
HUVEC-15_2_K23,HUVEC-15,2,K23,sirna_683
HEPG2-03_3_O23,HEPG2-03,3,O23,sirna_1052
HUVEC-09_3_O07,HUVEC-09,3,O07,sirna_530
HUVEC-07_1_L13,HUVEC-07,1,L13,sirna_718
HEPG2-07_4_J09,HEPG2-07,4,J09,sirna_762
RPE-01_4_B16,RPE-01,4,B16,sirna_594
RPE-07_2_E20,RPE-07,2,E20,sirna_1125
HEPG2-07_3_I10,HEPG2-07,3,I10,sirna_117
RPE-03_3_J09,RPE-03,3,J09,sirna_353
HEPG2-07_3_K18,HEPG2-07,3,K18,sirna_707
RPE-07_4_E09,RPE-07,4,E09,sirna_815
HUVEC-10_2_M20,HUVEC-10,2,M20,sirna_145
U2OS-02_4_O10,U2OS-02,4,O10,sirna_396
U2OS-01_3_G17,U2OS-01,3,G17,sirna_978
RPE-06_1_O04,RPE-06,1,O04,sirna_506
HUVEC-03_1_G11,HUVEC-03,1,G11,sirna_501
HUVEC-11_4_K13,HUVEC-11,4,K13,sirna_128
HUVEC-12_2_M06,HUVEC-12,2,M06,sirna_725
HUVEC-13_2_F12,HUVEC-13,2,F12,sirna_431
HUVEC-04_2_M09,HUVEC-04,2,M09,sirna_1045
HUVEC-04_2_L09,HUVEC-04,2,L09,sirna_259
HEPG2-07_3_H23,HEPG2-07,3,H23,sirna_397
HEPG2-05_4_B15,HEPG2-05,4,B15,sirna_320
HEPG2-01_1_O23,HEPG2-01,1,O23,sirna_403
RPE-06_4_J21,RPE-06,4,J21,sirna_830
HUVEC-06_4_B16,HUVEC-06,4,B16,sirna_768
HUVEC-11_1_N16,HUVEC-11,1,N16,sirna_75
HEPG2-06_4_N13,HEPG2-06,4,N13,sirna_608
RPE-02_3_G09,RPE-02,3,G09,sirna_690
HUVEC-15_1_B11,HUVEC-15,1,B11,sirna_156
HEPG2-03_4_C17,HEPG2-03,4,C17,sirna_691
HUVEC-14_4_K22,HUVEC-14,4,K22,sirna_49
HUVEC-01_1_I16,HUVEC-01,1,I16,sirna_803
RPE-05_3_O15,RPE-05,3,O15,sirna_786
RPE-07_4_O17,RPE-07,4,O17,sirna_172
RPE-04_4_O14,RPE-04,4,O14,sirna_950
RPE-04_1_B12,RPE-04,1,B12,sirna_434
HUVEC-05_2_H17,HUVEC-05,2,H17,sirna_156
HUVEC-12_1_M02,HUVEC-12,1,M02,sirna_202
U2OS-02_3_D12,U2OS-02,3,D12,sirna_89
HEPG2-02_3_M16,HEPG2-02,3,M16,sirna_954
HEPG2-07_1_K14,HEPG2-07,1,K14,sirna_419
RPE-05_2_F10,RPE-05,2,F10,sirna_750
HEPG2-04_4_C08,HEPG2-04,4,C08,sirna_807
HUVEC-10_4_E11,HUVEC-10,4,E11,sirna_134
HEPG2-03_3_F10,HEPG2-03,3,F10,sirna_718
HUVEC-08_3_D14,HUVEC-08,3,D14,sirna_458
HUVEC-06_3_K20,HUVEC-06,3,K20,sirna_89
HUVEC-03_2_G08,HUVEC-03,2,G08,sirna_974
HUVEC-14_1_H23,HUVEC-14,1,H23,sirna_685
HUVEC-08_4_B19,HUVEC-08,4,B19,sirna_1058
HUVEC-04_3_O03,HUVEC-04,3,O03,sirna_699
HUVEC-02_1_J13,HUVEC-02,1,J13,sirna_51
U2OS-01_1_I23,U2OS-01,1,I23,sirna_654
HUVEC-03_1_O17,HUVEC-03,1,O17,sirna_136
HUVEC-16_3_M14,HUVEC-16,3,M14,sirna_467
HEPG2-03_1_N10,HEPG2-03,1,N10,sirna_575
HEPG2-04_4_J10,HEPG2-04,4,J10,sirna_248
RPE-05_3_L21,RPE-05,3,L21,sirna_526
HUVEC-10_2_B11,HUVEC-10,2,B11,sirna_812
HUVEC-01_2_D14,HUVEC-01,2,D14,sirna_537
U2OS-03_1_L07,U2OS-03,1,L07,sirna_78
RPE-05_2_H08,RPE-05,2,H08,sirna_485
HEPG2-04_1_L02,HEPG2-04,1,L02,sirna_919
RPE-03_4_D19,RPE-03,4,D19,sirna_668
HEPG2-06_1_M21,HEPG2-06,1,M21,sirna_607
RPE-06_3_J08,RPE-06,3,J08,sirna_562
RPE-07_4_H21,RPE-07,4,H21,sirna_719
HEPG2-01_1_B23,HEPG2-01,1,B23,sirna_448
RPE-07_4_D03,RPE-07,4,D03,sirna_787
U2OS-02_4_F20,U2OS-02,4,F20,sirna_957
HUVEC-14_4_K21,HUVEC-14,4,K21,sirna_342
RPE-02_1_L10,RPE-02,1,L10,sirna_851
HUVEC-13_3_K03,HUVEC-13,3,K03,sirna_1035
RPE-04_1_B05,RPE-04,1,B05,sirna_155
HUVEC-05_3_B19,HUVEC-05,3,B19,sirna_5
RPE-06_3_C21,RPE-06,3,C21,sirna_275
RPE-06_3_L19,RPE-06,3,L19,sirna_1085
RPE-05_1_L08,RPE-05,1,L08,sirna_487
HEPG2-07_4_N19,HEPG2-07,4,N19,sirna_98
HUVEC-04_1_O19,HUVEC-04,1,O19,sirna_104
HEPG2-02_3_L20,HEPG2-02,3,L20,sirna_307
RPE-01_3_C13,RPE-01,3,C13,sirna_785
HUVEC-13_3_N06,HUVEC-13,3,N06,sirna_445
HUVEC-06_2_N07,HUVEC-06,2,N07,sirna_216
HEPG2-05_4_B22,HEPG2-05,4,B22,sirna_67
HUVEC-05_3_I13,HUVEC-05,3,I13,sirna_1029
RPE-04_3_O19,RPE-04,3,O19,sirna_1096
HUVEC-15_3_O18,HUVEC-15,3,O18,sirna_290
HUVEC-13_2_L03,HUVEC-13,2,L03,sirna_101
HEPG2-03_4_B15,HEPG2-03,4,B15,sirna_203
U2OS-01_2_I15,U2OS-01,2,I15,sirna_290
HUVEC-07_2_L15,HUVEC-07,2,L15,sirna_629
HEPG2-01_4_C18,HEPG2-01,4,C18,sirna_530
HUVEC-05_2_H08,HUVEC-05,2,H08,sirna_457
HEPG2-01_4_D06,HEPG2-01,4,D06,sirna_1002
HUVEC-02_2_O16,HUVEC-02,2,O16,sirna_79
HUVEC-10_1_J21,HUVEC-10,1,J21,sirna_643
RPE-07_4_E07,RPE-07,4,E07,sirna_525
HUVEC-15_2_C04,HUVEC-15,2,C04,sirna_497
RPE-04_4_J21,RPE-04,4,J21,sirna_420
RPE-07_1_B16,RPE-07,1,B16,sirna_647
HUVEC-06_4_F04,HUVEC-06,4,F04,sirna_1122
U2OS-01_3_O18,U2OS-01,3,O18,sirna_953
HUVEC-12_3_B20,HUVEC-12,3,B20,sirna_576
RPE-02_4_O21,RPE-02,4,O21,sirna_83
U2OS-02_2_I23,U2OS-02,2,I23,sirna_828
HUVEC-01_1_E17,HUVEC-01,1,E17,sirna_46
HEPG2-03_1_N23,HEPG2-03,1,N23,sirna_158
HUVEC-12_3_G14,HUVEC-12,3,G14,sirna_868
HUVEC-02_1_B22,HUVEC-02,1,B22,sirna_581
HEPG2-05_4_G21,HEPG2-05,4,G21,sirna_255
HUVEC-12_1_E20,HUVEC-12,1,E20,sirna_1016
HEPG2-06_1_E20,HEPG2-06,1,E20,sirna_155
RPE-05_3_L09,RPE-05,3,L09,sirna_812
HUVEC-10_2_G02,HUVEC-10,2,G02,sirna_369
RPE-05_3_E03,RPE-05,3,E03,sirna_32
RPE-05_1_K19,RPE-05,1,K19,sirna_1085
HUVEC-05_4_L16,HUVEC-05,4,L16,sirna_35
HUVEC-13_1_H14,HUVEC-13,1,H14,sirna_927
RPE-06_2_D17,RPE-06,2,D17,sirna_173
HUVEC-16_3_B11,HUVEC-16,3,B11,sirna_6
HEPG2-03_3_H21,HEPG2-03,3,H21,sirna_596
HUVEC-07_3_K04,HUVEC-07,3,K04,sirna_1123
HEPG2-04_3_J08,HEPG2-04,3,J08,sirna_588
HUVEC-05_4_J18,HUVEC-05,4,J18,sirna_722
RPE-06_1_M13,RPE-06,1,M13,sirna_868
HEPG2-03_3_O10,HEPG2-03,3,O10,sirna_617
HUVEC-12_3_I17,HUVEC-12,3,I17,sirna_481
HEPG2-04_3_O03,HEPG2-04,3,O03,sirna_1038
HUVEC-16_2_C16,HUVEC-16,2,C16,sirna_552
HUVEC-08_3_L23,HUVEC-08,3,L23,sirna_708
HEPG2-06_3_N21,HEPG2-06,3,N21,sirna_595
RPE-06_3_L18,RPE-06,3,L18,sirna_253
HUVEC-15_4_I07,HUVEC-15,4,I07,sirna_215
HUVEC-09_4_K23,HUVEC-09,4,K23,sirna_275
HUVEC-10_3_J21,HUVEC-10,3,J21,sirna_691
HUVEC-16_1_J17,HUVEC-16,1,J17,sirna_733
HUVEC-04_4_E15,HUVEC-04,4,E15,sirna_832
HEPG2-02_4_K16,HEPG2-02,4,K16,sirna_258
HEPG2-03_2_K13,HEPG2-03,2,K13,sirna_100
HEPG2-06_3_C12,HEPG2-06,3,C12,sirna_2
U2OS-01_2_N21,U2OS-01,2,N21,sirna_477
HEPG2-04_2_G08,HEPG2-04,2,G08,sirna_320
HUVEC-08_3_M12,HUVEC-08,3,M12,sirna_584
HUVEC-12_1_D23,HUVEC-12,1,D23,sirna_701
U2OS-01_4_N16,U2OS-01,4,N16,sirna_406
RPE-06_1_G13,RPE-06,1,G13,sirna_699
U2OS-01_1_D13,U2OS-01,1,D13,sirna_1009
HEPG2-01_2_E04,HEPG2-01,2,E04,sirna_966
HUVEC-12_4_L11,HUVEC-12,4,L11,sirna_965
HUVEC-16_3_O10,HUVEC-16,3,O10,sirna_2
HUVEC-12_2_K03,HUVEC-12,2,K03,sirna_412
RPE-07_3_F08,RPE-07,3,F08,sirna_790
HEPG2-04_4_I13,HEPG2-04,4,I13,sirna_961
HEPG2-02_3_N23,HEPG2-02,3,N23,sirna_303
HUVEC-06_3_D19,HUVEC-06,3,D19,sirna_620
HUVEC-02_1_D22,HUVEC-02,1,D22,sirna_585
RPE-04_4_G21,RPE-04,4,G21,sirna_329
HUVEC-01_1_C02,HUVEC-01,1,C02,sirna_232
HUVEC-05_4_H12,HUVEC-05,4,H12,sirna_904
HUVEC-13_3_F09,HUVEC-13,3,F09,sirna_418
RPE-07_2_I09,RPE-07,2,I09,sirna_905
U2OS-02_2_E16,U2OS-02,2,E16,sirna_276
HEPG2-02_3_K11,HEPG2-02,3,K11,sirna_383
HUVEC-08_4_F02,HUVEC-08,4,F02,sirna_1107
RPE-06_1_B19,RPE-06,1,B19,sirna_1017
HEPG2-01_4_N15,HEPG2-01,4,N15,sirna_892
HUVEC-01_3_L06,HUVEC-01,3,L06,sirna_303
HEPG2-05_4_I07,HEPG2-05,4,I07,sirna_813
HUVEC-06_4_I09,HUVEC-06,4,I09,sirna_1060
HUVEC-08_3_G05,HUVEC-08,3,G05,sirna_182
HUVEC-16_3_F21,HUVEC-16,3,F21,sirna_486
HUVEC-08_3_L15,HUVEC-08,3,L15,sirna_802
HUVEC-15_4_D04,HUVEC-15,4,D04,sirna_788
RPE-07_1_D16,RPE-07,1,D16,sirna_1003
HUVEC-05_3_G13,HUVEC-05,3,G13,sirna_165
HEPG2-05_3_K05,HEPG2-05,3,K05,sirna_355
HUVEC-01_2_N13,HUVEC-01,2,N13,sirna_792
RPE-06_4_G18,RPE-06,4,G18,sirna_255
U2OS-03_1_C12,U2OS-03,1,C12,sirna_1062
HUVEC-01_1_I14,HUVEC-01,1,I14,sirna_45
HUVEC-05_3_B17,HUVEC-05,3,B17,sirna_785
HUVEC-13_4_G07,HUVEC-13,4,G07,sirna_49
HEPG2-05_4_B14,HEPG2-05,4,B14,sirna_1067
HUVEC-10_2_H18,HUVEC-10,2,H18,sirna_609
RPE-05_3_B20,RPE-05,3,B20,sirna_708
RPE-01_3_G21,RPE-01,3,G21,sirna_747
HUVEC-13_3_E11,HUVEC-13,3,E11,sirna_575
HUVEC-07_4_C20,HUVEC-07,4,C20,sirna_760
RPE-01_3_I16,RPE-01,3,I16,sirna_240
HUVEC-09_3_N10,HUVEC-09,3,N10,sirna_1071
HEPG2-05_2_B16,HEPG2-05,2,B16,sirna_522
HUVEC-10_4_N02,HUVEC-10,4,N02,sirna_478
HUVEC-08_2_N14,HUVEC-08,2,N14,sirna_823
RPE-04_4_F14,RPE-04,4,F14,sirna_205
RPE-07_2_O04,RPE-07,2,O04,sirna_860
RPE-03_3_F17,RPE-03,3,F17,sirna_330
HUVEC-01_4_D16,HUVEC-01,4,D16,sirna_1103
HEPG2-04_1_B07,HEPG2-04,1,B07,sirna_924
RPE-06_2_D23,RPE-06,2,D23,sirna_980
HUVEC-14_3_H02,HUVEC-14,3,H02,sirna_649
HEPG2-04_2_I13,HEPG2-04,2,I13,sirna_700
HEPG2-07_3_O21,HEPG2-07,3,O21,sirna_987
U2OS-03_1_C20,U2OS-03,1,C20,sirna_887
RPE-02_1_J09,RPE-02,1,J09,sirna_527
RPE-05_4_D02,RPE-05,4,D02,sirna_761
RPE-06_1_J06,RPE-06,1,J06,sirna_74
HUVEC-11_4_N20,HUVEC-11,4,N20,sirna_55
HEPG2-07_3_N12,HEPG2-07,3,N12,sirna_877
HUVEC-13_1_M14,HUVEC-13,1,M14,sirna_16
HUVEC-04_1_J02,HUVEC-04,1,J02,sirna_321
RPE-07_2_B05,RPE-07,2,B05,sirna_700
RPE-07_3_I10,RPE-07,3,I10,sirna_383
HUVEC-10_2_E08,HUVEC-10,2,E08,sirna_16
HUVEC-13_4_B06,HUVEC-13,4,B06,sirna_974
HUVEC-10_4_K18,HUVEC-10,4,K18,sirna_1046
HEPG2-05_1_N05,HEPG2-05,1,N05,sirna_455
RPE-07_2_K06,RPE-07,2,K06,sirna_547
RPE-04_2_N23,RPE-04,2,N23,sirna_1053
HUVEC-05_1_I04,HUVEC-05,1,I04,sirna_1013
HUVEC-05_1_M16,HUVEC-05,1,M16,sirna_1092
HUVEC-15_4_G09,HUVEC-15,4,G09,sirna_667
HUVEC-13_4_M06,HUVEC-13,4,M06,sirna_508
HEPG2-07_2_O03,HEPG2-07,2,O03,sirna_278
HUVEC-16_4_D16,HUVEC-16,4,D16,sirna_1110
HEPG2-07_1_B11,HEPG2-07,1,B11,sirna_189
HEPG2-02_4_K18,HEPG2-02,4,K18,sirna_431
HUVEC-10_1_D12,HUVEC-10,1,D12,sirna_860
HUVEC-13_4_J23,HUVEC-13,4,J23,sirna_655
HEPG2-04_3_G07,HEPG2-04,3,G07,sirna_354
HUVEC-09_2_M14,HUVEC-09,2,M14,sirna_781
HUVEC-03_1_L10,HUVEC-03,1,L10,sirna_312
HUVEC-13_2_O08,HUVEC-13,2,O08,sirna_698
HEPG2-04_2_J14,HEPG2-04,2,J14,sirna_149
HEPG2-01_1_E22,HEPG2-01,1,E22,sirna_112
HEPG2-05_1_H21,HEPG2-05,1,H21,sirna_85
HUVEC-10_4_J10,HUVEC-10,4,J10,sirna_906
HUVEC-12_4_H06,HUVEC-12,4,H06,sirna_648
HUVEC-03_4_M17,HUVEC-03,4,M17,sirna_815
HUVEC-09_1_G09,HUVEC-09,1,G09,sirna_170
HUVEC-05_2_M12,HUVEC-05,2,M12,sirna_65
HUVEC-14_4_B17,HUVEC-14,4,B17,sirna_792
HUVEC-13_2_O18,HUVEC-13,2,O18,sirna_594
HUVEC-12_3_D16,HUVEC-12,3,D16,sirna_1088
RPE-01_3_O08,RPE-01,3,O08,sirna_32
U2OS-02_1_N08,U2OS-02,1,N08,sirna_727
RPE-06_1_B20,RPE-06,1,B20,sirna_459
HUVEC-08_3_G13,HUVEC-08,3,G13,sirna_1095
HUVEC-16_3_N15,HUVEC-16,3,N15,sirna_694
U2OS-02_1_B13,U2OS-02,1,B13,sirna_210
HUVEC-07_3_C04,HUVEC-07,3,C04,sirna_845
RPE-06_2_J23,RPE-06,2,J23,sirna_698
HEPG2-06_3_F10,HEPG2-06,3,F10,sirna_596
HEPG2-06_3_J02,HEPG2-06,3,J02,sirna_609
HUVEC-16_2_D20,HUVEC-16,2,D20,sirna_328
RPE-04_4_G12,RPE-04,4,G12,sirna_1093
HUVEC-12_3_K11,HUVEC-12,3,K11,sirna_1090
RPE-03_3_K12,RPE-03,3,K12,sirna_373
HEPG2-05_4_I08,HEPG2-05,4,I08,sirna_1053
HUVEC-08_4_O09,HUVEC-08,4,O09,sirna_787
RPE-04_3_H13,RPE-04,3,H13,sirna_944
HEPG2-05_2_F23,HEPG2-05,2,F23,sirna_525
HUVEC-16_2_G20,HUVEC-16,2,G20,sirna_946
HUVEC-05_2_G21,HUVEC-05,2,G21,sirna_1032
HUVEC-11_3_I22,HUVEC-11,3,I22,sirna_1123
HUVEC-05_4_M17,HUVEC-05,4,M17,sirna_313
HUVEC-07_3_N13,HUVEC-07,3,N13,sirna_996
HEPG2-01_1_G11,HEPG2-01,1,G11,sirna_678
HEPG2-03_1_H18,HEPG2-03,1,H18,sirna_544
RPE-03_3_L14,RPE-03,3,L14,sirna_500
HEPG2-04_1_F06,HEPG2-04,1,F06,sirna_544
HUVEC-08_3_D08,HUVEC-08,3,D08,sirna_545
HEPG2-07_4_N12,HEPG2-07,4,N12,sirna_826
HUVEC-14_1_B13,HUVEC-14,1,B13,sirna_411
HUVEC-06_1_D23,HUVEC-06,1,D23,sirna_385
RPE-05_3_L07,RPE-05,3,L07,sirna_21
HEPG2-06_4_J04,HEPG2-06,4,J04,sirna_1026
RPE-05_2_K12,RPE-05,2,K12,sirna_1117
HEPG2-06_4_B23,HEPG2-06,4,B23,sirna_205
U2OS-01_4_O03,U2OS-01,4,O03,sirna_196
RPE-06_2_H21,RPE-06,2,H21,sirna_116
HUVEC-11_3_E15,HUVEC-11,3,E15,sirna_295
HEPG2-03_3_L17,HEPG2-03,3,L17,sirna_423
HEPG2-02_2_I13,HEPG2-02,2,I13,sirna_717
HUVEC-13_2_C10,HUVEC-13,2,C10,sirna_332
HUVEC-09_3_K11,HUVEC-09,3,K11,sirna_143
HUVEC-15_4_L20,HUVEC-15,4,L20,sirna_419
HUVEC-02_4_J13,HUVEC-02,4,J13,sirna_957
HEPG2-01_2_K08,HEPG2-01,2,K08,sirna_9
RPE-05_1_L21,RPE-05,1,L21,sirna_191
U2OS-02_2_E13,U2OS-02,2,E13,sirna_406
RPE-05_3_K05,RPE-05,3,K05,sirna_6
HUVEC-02_2_I18,HUVEC-02,2,I18,sirna_28
HUVEC-16_1_G22,HUVEC-16,1,G22,sirna_225
HUVEC-04_4_G20,HUVEC-04,4,G20,sirna_869
RPE-04_3_G21,RPE-04,3,G21,sirna_514
HUVEC-07_4_E19,HUVEC-07,4,E19,sirna_429
HUVEC-14_1_H12,HUVEC-14,1,H12,sirna_16
HUVEC-11_3_D23,HUVEC-11,3,D23,sirna_693
U2OS-02_4_N08,U2OS-02,4,N08,sirna_902
HEPG2-02_3_H02,HEPG2-02,3,H02,sirna_736
RPE-01_1_B16,RPE-01,1,B16,sirna_735
HUVEC-16_1_E05,HUVEC-16,1,E05,sirna_863
U2OS-03_1_L08,U2OS-03,1,L08,sirna_948
U2OS-03_1_C06,U2OS-03,1,C06,sirna_990
RPE-02_1_J16,RPE-02,1,J16,sirna_521
HUVEC-10_4_L02,HUVEC-10,4,L02,sirna_664
HEPG2-04_2_D14,HEPG2-04,2,D14,sirna_992
HEPG2-01_2_M12,HEPG2-01,2,M12,sirna_179
HUVEC-05_1_C13,HUVEC-05,1,C13,sirna_668
HUVEC-08_4_M08,HUVEC-08,4,M08,sirna_583
RPE-04_3_G08,RPE-04,3,G08,sirna_616
RPE-06_1_B06,RPE-06,1,B06,sirna_516
HEPG2-02_4_J10,HEPG2-02,4,J10,sirna_421
HUVEC-06_1_D18,HUVEC-06,1,D18,sirna_1104
HUVEC-15_3_E18,HUVEC-15,3,E18,sirna_832
HUVEC-03_1_N19,HUVEC-03,1,N19,sirna_1121
HUVEC-10_1_K18,HUVEC-10,1,K18,sirna_519
HUVEC-10_2_N11,HUVEC-10,2,N11,sirna_422
HUVEC-06_2_B16,HUVEC-06,2,B16,sirna_1041
HUVEC-09_2_N12,HUVEC-09,2,N12,sirna_785
HUVEC-09_2_G10,HUVEC-09,2,G10,sirna_689
HUVEC-01_2_C08,HUVEC-01,2,C08,sirna_1105
RPE-03_3_F02,RPE-03,3,F02,sirna_743
RPE-06_4_D20,RPE-06,4,D20,sirna_600
HUVEC-14_2_L19,HUVEC-14,2,L19,sirna_453
HUVEC-12_3_O19,HUVEC-12,3,O19,sirna_1096
U2OS-01_1_L09,U2OS-01,1,L09,sirna_729
HUVEC-13_2_N09,HUVEC-13,2,N09,sirna_743
U2OS-01_1_O21,U2OS-01,1,O21,sirna_499
U2OS-03_2_L02,U2OS-03,2,L02,sirna_554
RPE-06_1_F08,RPE-06,1,F08,sirna_270
U2OS-02_1_D12,U2OS-02,1,D12,sirna_854
HUVEC-02_2_N21,HUVEC-02,2,N21,sirna_931
HUVEC-02_3_N14,HUVEC-02,3,N14,sirna_1027
HUVEC-08_2_G12,HUVEC-08,2,G12,sirna_665
HUVEC-15_2_H09,HUVEC-15,2,H09,sirna_1131
HUVEC-10_3_I06,HUVEC-10,3,I06,sirna_132
RPE-05_2_K11,RPE-05,2,K11,sirna_100
HUVEC-11_2_M05,HUVEC-11,2,M05,sirna_431
HEPG2-04_3_K07,HEPG2-04,3,K07,sirna_392
RPE-07_2_K17,RPE-07,2,K17,sirna_73
RPE-05_2_E21,RPE-05,2,E21,sirna_773
HUVEC-02_2_J05,HUVEC-02,2,J05,sirna_409
RPE-07_1_O22,RPE-07,1,O22,sirna_574
RPE-06_4_B22,RPE-06,4,B22,sirna_308
HEPG2-04_2_I06,HEPG2-04,2,I06,sirna_1005
HUVEC-16_2_C23,HUVEC-16,2,C23,sirna_705
HUVEC-05_2_D08,HUVEC-05,2,D08,sirna_860
RPE-03_3_G10,RPE-03,3,G10,sirna_633
RPE-04_1_N10,RPE-04,1,N10,sirna_561
HUVEC-10_1_M13,HUVEC-10,1,M13,sirna_164
HUVEC-06_3_L10,HUVEC-06,3,L10,sirna_481
HUVEC-09_2_L22,HUVEC-09,2,L22,sirna_1050
HUVEC-07_4_O20,HUVEC-07,4,O20,sirna_476
